,Statistic,Year,Engine Capacity cc,Car Make,Emission Band,county,car_count
6139,New Private Cars,2015,All engine capacities with respect to private cars (cc),Dodge,All bands,Leitrim,0
6140,New Private Cars,2015,All engine capacities with respect to private cars (cc),Dodge,All bands,Longford,0
6141,New Private Cars,2015,All engine capacities with respect to private cars (cc),Dodge,All bands,Louth,0
6142,New Private Cars,2015,All engine capacities with respect to private cars (cc),Dodge,All bands,Mayo,0
6143,New Private Cars,2015,All engine capacities with respect to private cars (cc),Dodge,All bands,Meath,0
6144,New Private Cars,2015,All engine capacities with respect to private cars (cc),Dodge,All bands,Monaghan,0
6145,New Private Cars,2015,All engine capacities with respect to private cars (cc),Dodge,All bands,Offaly,0
6146,New Private Cars,2015,All engine capacities with respect to private cars (cc),Dodge,All bands,Roscommon,0
6147,New Private Cars,2015,All engine capacities with respect to private cars (cc),Dodge,All bands,Sligo,0
6148,New Private Cars,2015,All engine capacities with respect to private cars (cc),Dodge,All bands,Westmeath,0
6149,New Private Cars,2015,All engine capacities with respect to private cars (cc),Dodge,All bands,Wexford,0
6150,New Private Cars,2015,All engine capacities with respect to private cars (cc),Dodge,All bands,Wicklow,0
6151,New Private Cars,2015,All engine capacities with respect to private cars (cc),Dodge,All bands,Limerick,0
6152,New Private Cars,2015,All engine capacities with respect to private cars (cc),Dodge,All bands,Waterford,0
6153,New Private Cars,2015,All engine capacities with respect to private cars (cc),Dodge,All bands,Tipperary,0
6154,New Private Cars,2015,All engine capacities with respect to private cars (cc),Dodge,All bands,Cork,0
6155,New Private Cars,2015,All engine capacities with respect to private cars (cc),Dodge,All bands,Dublin,0
6157,New Private Cars,2015,All engine capacities with respect to private cars (cc),Fiat,All bands,Carlow,1
6158,New Private Cars,2015,All engine capacities with respect to private cars (cc),Fiat,All bands,Cavan,5
6159,New Private Cars,2015,All engine capacities with respect to private cars (cc),Fiat,All bands,Clare,4
6160,New Private Cars,2015,All engine capacities with respect to private cars (cc),Fiat,All bands,Donegal,21
6161,New Private Cars,2015,All engine capacities with respect to private cars (cc),Fiat,All bands,Galway,5
6162,New Private Cars,2015,All engine capacities with respect to private cars (cc),Fiat,All bands,Kerry,4
6163,New Private Cars,2015,All engine capacities with respect to private cars (cc),Fiat,All bands,Kildare,26
6164,New Private Cars,2015,All engine capacities with respect to private cars (cc),Fiat,All bands,Kilkenny,3
6165,New Private Cars,2015,All engine capacities with respect to private cars (cc),Fiat,All bands,Laois,2
6166,New Private Cars,2015,All engine capacities with respect to private cars (cc),Fiat,All bands,Leitrim,9
6167,New Private Cars,2015,All engine capacities with respect to private cars (cc),Fiat,All bands,Longford,2
6168,New Private Cars,2015,All engine capacities with respect to private cars (cc),Fiat,All bands,Louth,7
6169,New Private Cars,2015,All engine capacities with respect to private cars (cc),Fiat,All bands,Mayo,2
6170,New Private Cars,2015,All engine capacities with respect to private cars (cc),Fiat,All bands,Meath,26
6171,New Private Cars,2015,All engine capacities with respect to private cars (cc),Fiat,All bands,Monaghan,4
6172,New Private Cars,2015,All engine capacities with respect to private cars (cc),Fiat,All bands,Offaly,3
6173,New Private Cars,2015,All engine capacities with respect to private cars (cc),Fiat,All bands,Roscommon,2
6174,New Private Cars,2015,All engine capacities with respect to private cars (cc),Fiat,All bands,Sligo,3
6175,New Private Cars,2015,All engine capacities with respect to private cars (cc),Fiat,All bands,Westmeath,3
6176,New Private Cars,2015,All engine capacities with respect to private cars (cc),Fiat,All bands,Wexford,26
6177,New Private Cars,2015,All engine capacities with respect to private cars (cc),Fiat,All bands,Wicklow,36
6178,New Private Cars,2015,All engine capacities with respect to private cars (cc),Fiat,All bands,Limerick,28
6179,New Private Cars,2015,All engine capacities with respect to private cars (cc),Fiat,All bands,Waterford,22
6180,New Private Cars,2015,All engine capacities with respect to private cars (cc),Fiat,All bands,Tipperary,8
6181,New Private Cars,2015,All engine capacities with respect to private cars (cc),Fiat,All bands,Cork,91
6182,New Private Cars,2015,All engine capacities with respect to private cars (cc),Fiat,All bands,Dublin,327
6184,New Private Cars,2015,All engine capacities with respect to private cars (cc),Ford,All bands,Carlow,122
6185,New Private Cars,2015,All engine capacities with respect to private cars (cc),Ford,All bands,Cavan,147
6186,New Private Cars,2015,All engine capacities with respect to private cars (cc),Ford,All bands,Clare,368
6187,New Private Cars,2015,All engine capacities with respect to private cars (cc),Ford,All bands,Donegal,167
6188,New Private Cars,2015,All engine capacities with respect to private cars (cc),Ford,All bands,Galway,424
6189,New Private Cars,2015,All engine capacities with respect to private cars (cc),Ford,All bands,Kerry,317
6190,New Private Cars,2015,All engine capacities with respect to private cars (cc),Ford,All bands,Kildare,409
6191,New Private Cars,2015,All engine capacities with respect to private cars (cc),Ford,All bands,Kilkenny,206
6192,New Private Cars,2015,All engine capacities with respect to private cars (cc),Ford,All bands,Laois,196
6193,New Private Cars,2015,All engine capacities with respect to private cars (cc),Ford,All bands,Leitrim,26
6194,New Private Cars,2015,All engine capacities with respect to private cars (cc),Ford,All bands,Longford,38
6195,New Private Cars,2015,All engine capacities with respect to private cars (cc),Ford,All bands,Louth,264
6196,New Private Cars,2015,All engine capacities with respect to private cars (cc),Ford,All bands,Mayo,218
6197,New Private Cars,2015,All engine capacities with respect to private cars (cc),Ford,All bands,Meath,380
6198,New Private Cars,2015,All engine capacities with respect to private cars (cc),Ford,All bands,Monaghan,58
6199,New Private Cars,2015,All engine capacities with respect to private cars (cc),Ford,All bands,Offaly,136
6200,New Private Cars,2015,All engine capacities with respect to private cars (cc),Ford,All bands,Roscommon,126
6201,New Private Cars,2015,All engine capacities with respect to private cars (cc),Ford,All bands,Sligo,84
6202,New Private Cars,2015,All engine capacities with respect to private cars (cc),Ford,All bands,Westmeath,117
6203,New Private Cars,2015,All engine capacities with respect to private cars (cc),Ford,All bands,Wexford,487
6204,New Private Cars,2015,All engine capacities with respect to private cars (cc),Ford,All bands,Wicklow,230
6205,New Private Cars,2015,All engine capacities with respect to private cars (cc),Ford,All bands,Limerick,525
6206,New Private Cars,2015,All engine capacities with respect to private cars (cc),Ford,All bands,Waterford,187
6207,New Private Cars,2015,All engine capacities with respect to private cars (cc),Ford,All bands,Tipperary,366
6208,New Private Cars,2015,All engine capacities with respect to private cars (cc),Ford,All bands,Cork,1679
6209,New Private Cars,2015,All engine capacities with respect to private cars (cc),Ford,All bands,Dublin,4546
6211,New Private Cars,2015,All engine capacities with respect to private cars (cc),Honda,All bands,Carlow,7
6212,New Private Cars,2015,All engine capacities with respect to private cars (cc),Honda,All bands,Cavan,7
6213,New Private Cars,2015,All engine capacities with respect to private cars (cc),Honda,All bands,Clare,39
6214,New Private Cars,2015,All engine capacities with respect to private cars (cc),Honda,All bands,Donegal,35
6215,New Private Cars,2015,All engine capacities with respect to private cars (cc),Honda,All bands,Galway,36
6216,New Private Cars,2015,All engine capacities with respect to private cars (cc),Honda,All bands,Kerry,55
6217,New Private Cars,2015,All engine capacities with respect to private cars (cc),Honda,All bands,Kildare,84
6218,New Private Cars,2015,All engine capacities with respect to private cars (cc),Honda,All bands,Kilkenny,45
6219,New Private Cars,2015,All engine capacities with respect to private cars (cc),Honda,All bands,Laois,40
6220,New Private Cars,2015,All engine capacities with respect to private cars (cc),Honda,All bands,Leitrim,4
6221,New Private Cars,2015,All engine capacities with respect to private cars (cc),Honda,All bands,Longford,8
6222,New Private Cars,2015,All engine capacities with respect to private cars (cc),Honda,All bands,Louth,39
6223,New Private Cars,2015,All engine capacities with respect to private cars (cc),Honda,All bands,Mayo,14
6224,New Private Cars,2015,All engine capacities with respect to private cars (cc),Honda,All bands,Meath,46
6225,New Private Cars,2015,All engine capacities with respect to private cars (cc),Honda,All bands,Monaghan,5
6226,New Private Cars,2015,All engine capacities with respect to private cars (cc),Honda,All bands,Offaly,12
6227,New Private Cars,2015,All engine capacities with respect to private cars (cc),Honda,All bands,Roscommon,22
6228,New Private Cars,2015,All engine capacities with respect to private cars (cc),Honda,All bands,Sligo,3
6229,New Private Cars,2015,All engine capacities with respect to private cars (cc),Honda,All bands,Westmeath,31
6230,New Private Cars,2015,All engine capacities with respect to private cars (cc),Honda,All bands,Wexford,53
6231,New Private Cars,2015,All engine capacities with respect to private cars (cc),Honda,All bands,Wicklow,41
6232,New Private Cars,2015,All engine capacities with respect to private cars (cc),Honda,All bands,Limerick,54
6233,New Private Cars,2015,All engine capacities with respect to private cars (cc),Honda,All bands,Waterford,43
6234,New Private Cars,2015,All engine capacities with respect to private cars (cc),Honda,All bands,Tipperary,52
6235,New Private Cars,2015,All engine capacities with respect to private cars (cc),Honda,All bands,Cork,168
6236,New Private Cars,2015,All engine capacities with respect to private cars (cc),Honda,All bands,Dublin,473
6238,New Private Cars,2015,All engine capacities with respect to private cars (cc),Hyundai,All bands,Carlow,122
6239,New Private Cars,2015,All engine capacities with respect to private cars (cc),Hyundai,All bands,Cavan,90
6240,New Private Cars,2015,All engine capacities with respect to private cars (cc),Hyundai,All bands,Clare,137
6241,New Private Cars,2015,All engine capacities with respect to private cars (cc),Hyundai,All bands,Donegal,244
6242,New Private Cars,2015,All engine capacities with respect to private cars (cc),Hyundai,All bands,Galway,347
6243,New Private Cars,2015,All engine capacities with respect to private cars (cc),Hyundai,All bands,Kerry,193
6244,New Private Cars,2015,All engine capacities with respect to private cars (cc),Hyundai,All bands,Kildare,676
6245,New Private Cars,2015,All engine capacities with respect to private cars (cc),Hyundai,All bands,Kilkenny,262
6246,New Private Cars,2015,All engine capacities with respect to private cars (cc),Hyundai,All bands,Laois,92
6247,New Private Cars,2015,All engine capacities with respect to private cars (cc),Hyundai,All bands,Leitrim,53
6248,New Private Cars,2015,All engine capacities with respect to private cars (cc),Hyundai,All bands,Longford,116
6249,New Private Cars,2015,All engine capacities with respect to private cars (cc),Hyundai,All bands,Louth,181
6250,New Private Cars,2015,All engine capacities with respect to private cars (cc),Hyundai,All bands,Mayo,180
6251,New Private Cars,2015,All engine capacities with respect to private cars (cc),Hyundai,All bands,Meath,354
6252,New Private Cars,2015,All engine capacities with respect to private cars (cc),Hyundai,All bands,Monaghan,114
6253,New Private Cars,2015,All engine capacities with respect to private cars (cc),Hyundai,All bands,Offaly,151
