"Statistic","Year","Engine Capacity cc","Car Make","Emission Band","Licensing Authority","UNIT","VALUE"
"All Private Cars","2019","901-1000 cc","All makes","Band  C","Cork","Number","0"
"All Private Cars","2019","901-1000 cc","All makes","Band  C","Dublin","Number","1"
"All Private Cars","2019","901-1000 cc","All makes","Band  D","All licensing authorities","Number","4"
"All Private Cars","2019","901-1000 cc","All makes","Band  D","Carlow","Number","0"
"All Private Cars","2019","901-1000 cc","All makes","Band  D","Cavan","Number","0"
"All Private Cars","2019","901-1000 cc","All makes","Band  D","Clare","Number","1"
"All Private Cars","2019","901-1000 cc","All makes","Band  D","Donegal","Number","0"
"All Private Cars","2019","901-1000 cc","All makes","Band  D","Galway","Number","0"
"All Private Cars","2019","901-1000 cc","All makes","Band  D","Kerry","Number","0"
"All Private Cars","2019","901-1000 cc","All makes","Band  D","Kildare","Number","1"
"All Private Cars","2019","901-1000 cc","All makes","Band  D","Kilkenny","Number","1"
"All Private Cars","2019","901-1000 cc","All makes","Band  D","Laois","Number","0"
"All Private Cars","2019","901-1000 cc","All makes","Band  D","Leitrim","Number","0"
"All Private Cars","2019","901-1000 cc","All makes","Band  D","Longford","Number","0"
"All Private Cars","2019","901-1000 cc","All makes","Band  D","Louth","Number","0"
"All Private Cars","2019","901-1000 cc","All makes","Band  D","Mayo","Number","0"
"All Private Cars","2019","901-1000 cc","All makes","Band  D","Meath","Number","0"
"All Private Cars","2019","901-1000 cc","All makes","Band  D","Monaghan","Number","0"
"All Private Cars","2019","901-1000 cc","All makes","Band  D","Offaly","Number","0"
"All Private Cars","2019","901-1000 cc","All makes","Band  D","Roscommon","Number","0"
"All Private Cars","2019","901-1000 cc","All makes","Band  D","Sligo","Number","0"
"All Private Cars","2019","901-1000 cc","All makes","Band  D","Westmeath","Number","0"
"All Private Cars","2019","901-1000 cc","All makes","Band  D","Wexford","Number","0"
"All Private Cars","2019","901-1000 cc","All makes","Band  D","Wicklow","Number","0"
"All Private Cars","2019","901-1000 cc","All makes","Band  D","Limerick","Number","0"
"All Private Cars","2019","901-1000 cc","All makes","Band  D","Waterford","Number","0"
"All Private Cars","2019","901-1000 cc","All makes","Band  D","Tipperary","Number","0"
"All Private Cars","2019","901-1000 cc","All makes","Band  D","Cork","Number","0"
"All Private Cars","2019","901-1000 cc","All makes","Band  D","Dublin","Number","1"
"All Private Cars","2019","901-1000 cc","All makes","Band  E","All licensing authorities","Number","0"
"All Private Cars","2019","901-1000 cc","All makes","Band  E","Carlow","Number","0"
"All Private Cars","2019","901-1000 cc","All makes","Band  E","Cavan","Number","0"
"All Private Cars","2019","901-1000 cc","All makes","Band  E","Clare","Number","0"
"All Private Cars","2019","901-1000 cc","All makes","Band  E","Donegal","Number","0"
"All Private Cars","2019","901-1000 cc","All makes","Band  E","Galway","Number","0"
"All Private Cars","2019","901-1000 cc","All makes","Band  E","Kerry","Number","0"
"All Private Cars","2019","901-1000 cc","All makes","Band  E","Kildare","Number","0"
"All Private Cars","2019","901-1000 cc","All makes","Band  E","Kilkenny","Number","0"
"All Private Cars","2019","901-1000 cc","All makes","Band  E","Laois","Number","0"
"All Private Cars","2019","901-1000 cc","All makes","Band  E","Leitrim","Number","0"
"All Private Cars","2019","901-1000 cc","All makes","Band  E","Longford","Number","0"
"All Private Cars","2019","901-1000 cc","All makes","Band  E","Louth","Number","0"
"All Private Cars","2019","901-1000 cc","All makes","Band  E","Mayo","Number","0"
"All Private Cars","2019","901-1000 cc","All makes","Band  E","Meath","Number","0"
"All Private Cars","2019","901-1000 cc","All makes","Band  E","Monaghan","Number","0"
"All Private Cars","2019","901-1000 cc","All makes","Band  E","Offaly","Number","0"
"All Private Cars","2019","901-1000 cc","All makes","Band  E","Roscommon","Number","0"
"All Private Cars","2019","901-1000 cc","All makes","Band  E","Sligo","Number","0"
"All Private Cars","2019","901-1000 cc","All makes","Band  E","Westmeath","Number","0"
"All Private Cars","2019","901-1000 cc","All makes","Band  E","Wexford","Number","0"
"All Private Cars","2019","901-1000 cc","All makes","Band  E","Wicklow","Number","0"
"All Private Cars","2019","901-1000 cc","All makes","Band  E","Limerick","Number","0"
"All Private Cars","2019","901-1000 cc","All makes","Band  E","Waterford","Number","0"
"All Private Cars","2019","901-1000 cc","All makes","Band  E","Tipperary","Number","0"
"All Private Cars","2019","901-1000 cc","All makes","Band  E","Cork","Number","0"
"All Private Cars","2019","901-1000 cc","All makes","Band  E","Dublin","Number","0"
"All Private Cars","2019","901-1000 cc","All makes","Band  F","All licensing authorities","Number","0"
"All Private Cars","2019","901-1000 cc","All makes","Band  F","Carlow","Number","0"
"All Private Cars","2019","901-1000 cc","All makes","Band  F","Cavan","Number","0"
"All Private Cars","2019","901-1000 cc","All makes","Band  F","Clare","Number","0"
"All Private Cars","2019","901-1000 cc","All makes","Band  F","Donegal","Number","0"
"All Private Cars","2019","901-1000 cc","All makes","Band  F","Galway","Number","0"
"All Private Cars","2019","901-1000 cc","All makes","Band  F","Kerry","Number","0"
"All Private Cars","2019","901-1000 cc","All makes","Band  F","Kildare","Number","0"
"All Private Cars","2019","901-1000 cc","All makes","Band  F","Kilkenny","Number","0"
"All Private Cars","2019","901-1000 cc","All makes","Band  F","Laois","Number","0"
"All Private Cars","2019","901-1000 cc","All makes","Band  F","Leitrim","Number","0"
"All Private Cars","2019","901-1000 cc","All makes","Band  F","Longford","Number","0"
"All Private Cars","2019","901-1000 cc","All makes","Band  F","Louth","Number","0"
"All Private Cars","2019","901-1000 cc","All makes","Band  F","Mayo","Number","0"
"All Private Cars","2019","901-1000 cc","All makes","Band  F","Meath","Number","0"
"All Private Cars","2019","901-1000 cc","All makes","Band  F","Monaghan","Number","0"
"All Private Cars","2019","901-1000 cc","All makes","Band  F","Offaly","Number","0"
"All Private Cars","2019","901-1000 cc","All makes","Band  F","Roscommon","Number","0"
"All Private Cars","2019","901-1000 cc","All makes","Band  F","Sligo","Number","0"
"All Private Cars","2019","901-1000 cc","All makes","Band  F","Westmeath","Number","0"
"All Private Cars","2019","901-1000 cc","All makes","Band  F","Wexford","Number","0"
"All Private Cars","2019","901-1000 cc","All makes","Band  F","Wicklow","Number","0"
"All Private Cars","2019","901-1000 cc","All makes","Band  F","Limerick","Number","0"
"All Private Cars","2019","901-1000 cc","All makes","Band  F","Waterford","Number","0"
"All Private Cars","2019","901-1000 cc","All makes","Band  F","Tipperary","Number","0"
"All Private Cars","2019","901-1000 cc","All makes","Band  F","Cork","Number","0"
"All Private Cars","2019","901-1000 cc","All makes","Band  F","Dublin","Number","0"
"All Private Cars","2019","901-1000 cc","All makes","Band  G","All licensing authorities","Number","0"
"All Private Cars","2019","901-1000 cc","All makes","Band  G","Carlow","Number","0"
"All Private Cars","2019","901-1000 cc","All makes","Band  G","Cavan","Number","0"
"All Private Cars","2019","901-1000 cc","All makes","Band  G","Clare","Number","0"
"All Private Cars","2019","901-1000 cc","All makes","Band  G","Donegal","Number","0"
"All Private Cars","2019","901-1000 cc","All makes","Band  G","Galway","Number","0"
"All Private Cars","2019","901-1000 cc","All makes","Band  G","Kerry","Number","0"
"All Private Cars","2019","901-1000 cc","All makes","Band  G","Kildare","Number","0"
"All Private Cars","2019","901-1000 cc","All makes","Band  G","Kilkenny","Number","0"
"All Private Cars","2019","901-1000 cc","All makes","Band  G","Laois","Number","0"
"All Private Cars","2019","901-1000 cc","All makes","Band  G","Leitrim","Number","0"
"All Private Cars","2019","901-1000 cc","All makes","Band  G","Longford","Number","0"
"All Private Cars","2019","901-1000 cc","All makes","Band  G","Louth","Number","0"
"All Private Cars","2019","901-1000 cc","All makes","Band  G","Mayo","Number","0"
"All Private Cars","2019","901-1000 cc","All makes","Band  G","Meath","Number","0"
"All Private Cars","2019","901-1000 cc","All makes","Band  G","Monaghan","Number","0"
"All Private Cars","2019","901-1000 cc","All makes","Band  G","Offaly","Number","0"
"All Private Cars","2019","901-1000 cc","All makes","Band  G","Roscommon","Number","0"
"All Private Cars","2019","901-1000 cc","All makes","Band  G","Sligo","Number","0"
"All Private Cars","2019","901-1000 cc","All makes","Band  G","Westmeath","Number","0"
"All Private Cars","2019","901-1000 cc","All makes","Band  G","Wexford","Number","0"
"All Private Cars","2019","901-1000 cc","All makes","Band  G","Wicklow","Number","0"
"All Private Cars","2019","901-1000 cc","All makes","Band  G","Limerick","Number","0"
"All Private Cars","2019","901-1000 cc","All makes","Band  G","Waterford","Number","0"
"All Private Cars","2019","901-1000 cc","All makes","Band  G","Tipperary","Number","0"
"All Private Cars","2019","901-1000 cc","All makes","Band  G","Cork","Number","0"
"All Private Cars","2019","901-1000 cc","All makes","Band  G","Dublin","Number","0"
"All Private Cars","2019","901-1000 cc","All makes","Not available","All licensing authorities","Number","3"
"All Private Cars","2019","901-1000 cc","All makes","Not available","Carlow","Number","0"
"All Private Cars","2019","901-1000 cc","All makes","Not available","Cavan","Number","0"
"All Private Cars","2019","901-1000 cc","All makes","Not available","Clare","Number","0"
"All Private Cars","2019","901-1000 cc","All makes","Not available","Donegal","Number","0"
"All Private Cars","2019","901-1000 cc","All makes","Not available","Galway","Number","0"
"All Private Cars","2019","901-1000 cc","All makes","Not available","Kerry","Number","0"
"All Private Cars","2019","901-1000 cc","All makes","Not available","Kildare","Number","0"
"All Private Cars","2019","901-1000 cc","All makes","Not available","Kilkenny","Number","0"
"All Private Cars","2019","901-1000 cc","All makes","Not available","Laois","Number","0"
"All Private Cars","2019","901-1000 cc","All makes","Not available","Leitrim","Number","0"
"All Private Cars","2019","901-1000 cc","All makes","Not available","Longford","Number","0"
"All Private Cars","2019","901-1000 cc","All makes","Not available","Louth","Number","0"
"All Private Cars","2019","901-1000 cc","All makes","Not available","Mayo","Number","1"
"All Private Cars","2019","901-1000 cc","All makes","Not available","Meath","Number","0"
"All Private Cars","2019","901-1000 cc","All makes","Not available","Monaghan","Number","0"
"All Private Cars","2019","901-1000 cc","All makes","Not available","Offaly","Number","0"
"All Private Cars","2019","901-1000 cc","All makes","Not available","Roscommon","Number","0"
"All Private Cars","2019","901-1000 cc","All makes","Not available","Sligo","Number","0"
"All Private Cars","2019","901-1000 cc","All makes","Not available","Westmeath","Number","0"
"All Private Cars","2019","901-1000 cc","All makes","Not available","Wexford","Number","0"
"All Private Cars","2019","901-1000 cc","All makes","Not available","Wicklow","Number","0"
"All Private Cars","2019","901-1000 cc","All makes","Not available","Limerick","Number","0"
"All Private Cars","2019","901-1000 cc","All makes","Not available","Waterford","Number","0"
"All Private Cars","2019","901-1000 cc","All makes","Not available","Tipperary","Number","0"
"All Private Cars","2019","901-1000 cc","All makes","Not available","Cork","Number","0"
"All Private Cars","2019","901-1000 cc","All makes","Not available","Dublin","Number","2"
"All Private Cars","2019","1001-1300 cc","All makes","All bands","All licensing authorities","Number","17801"
"All Private Cars","2019","1001-1300 cc","All makes","All bands","Carlow","Number","160"
"All Private Cars","2019","1001-1300 cc","All makes","All bands","Cavan","Number","160"
"All Private Cars","2019","1001-1300 cc","All makes","All bands","Clare","Number","373"
"All Private Cars","2019","1001-1300 cc","All makes","All bands","Donegal","Number","697"
"All Private Cars","2019","1001-1300 cc","All makes","All bands","Galway","Number","659"
"All Private Cars","2019","1001-1300 cc","All makes","All bands","Kerry","Number","352"
"All Private Cars","2019","1001-1300 cc","All makes","All bands","Kildare","Number","761"
"All Private Cars","2019","1001-1300 cc","All makes","All bands","Kilkenny","Number","241"
"All Private Cars","2019","1001-1300 cc","All makes","All bands","Laois","Number","147"
"All Private Cars","2019","1001-1300 cc","All makes","All bands","Leitrim","Number","74"
"All Private Cars","2019","1001-1300 cc","All makes","All bands","Longford","Number","103"
"All Private Cars","2019","1001-1300 cc","All makes","All bands","Louth","Number","690"
"All Private Cars","2019","1001-1300 cc","All makes","All bands","Mayo","Number","304"
"All Private Cars","2019","1001-1300 cc","All makes","All bands","Meath","Number","625"
"All Private Cars","2019","1001-1300 cc","All makes","All bands","Monaghan","Number","177"
"All Private Cars","2019","1001-1300 cc","All makes","All bands","Offaly","Number","172"
"All Private Cars","2019","1001-1300 cc","All makes","All bands","Roscommon","Number","324"
"All Private Cars","2019","1001-1300 cc","All makes","All bands","Sligo","Number","176"
"All Private Cars","2019","1001-1300 cc","All makes","All bands","Westmeath","Number","233"
"All Private Cars","2019","1001-1300 cc","All makes","All bands","Wexford","Number","646"
"All Private Cars","2019","1001-1300 cc","All makes","All bands","Wicklow","Number","511"
"All Private Cars","2019","1001-1300 cc","All makes","All bands","Limerick","Number","631"
"All Private Cars","2019","1001-1300 cc","All makes","All bands","Waterford","Number","486"
"All Private Cars","2019","1001-1300 cc","All makes","All bands","Tipperary","Number","411"
"All Private Cars","2019","1001-1300 cc","All makes","All bands","Cork","Number","1956"
"All Private Cars","2019","1001-1300 cc","All makes","All bands","Dublin","Number","6732"
