"Statistic","Year","Engine Capacity cc","Car Make","Emission Band","Licensing Authority","UNIT","VALUE"
"All Private Cars","2018","All engine capacities with respect to private cars (cc)","Dodge","All bands","Meath","Number","0"
"All Private Cars","2018","All engine capacities with respect to private cars (cc)","Dodge","All bands","Monaghan","Number","1"
"All Private Cars","2018","All engine capacities with respect to private cars (cc)","Dodge","All bands","Offaly","Number","1"
"All Private Cars","2018","All engine capacities with respect to private cars (cc)","Dodge","All bands","Roscommon","Number","0"
"All Private Cars","2018","All engine capacities with respect to private cars (cc)","Dodge","All bands","Sligo","Number","0"
"All Private Cars","2018","All engine capacities with respect to private cars (cc)","Dodge","All bands","Westmeath","Number","0"
"All Private Cars","2018","All engine capacities with respect to private cars (cc)","Dodge","All bands","Wexford","Number","0"
"All Private Cars","2018","All engine capacities with respect to private cars (cc)","Dodge","All bands","Wicklow","Number","0"
"All Private Cars","2018","All engine capacities with respect to private cars (cc)","Dodge","All bands","Limerick","Number","0"
"All Private Cars","2018","All engine capacities with respect to private cars (cc)","Dodge","All bands","Waterford","Number","0"
"All Private Cars","2018","All engine capacities with respect to private cars (cc)","Dodge","All bands","Tipperary","Number","0"
"All Private Cars","2018","All engine capacities with respect to private cars (cc)","Dodge","All bands","Cork","Number","1"
"All Private Cars","2018","All engine capacities with respect to private cars (cc)","Dodge","All bands","Dublin","Number","1"
"All Private Cars","2018","All engine capacities with respect to private cars (cc)","Fiat","All bands","All licensing authorities","Number","1508"
"All Private Cars","2018","All engine capacities with respect to private cars (cc)","Fiat","All bands","Carlow","Number","11"
"All Private Cars","2018","All engine capacities with respect to private cars (cc)","Fiat","All bands","Cavan","Number","9"
"All Private Cars","2018","All engine capacities with respect to private cars (cc)","Fiat","All bands","Clare","Number","16"
"All Private Cars","2018","All engine capacities with respect to private cars (cc)","Fiat","All bands","Donegal","Number","46"
"All Private Cars","2018","All engine capacities with respect to private cars (cc)","Fiat","All bands","Galway","Number","38"
"All Private Cars","2018","All engine capacities with respect to private cars (cc)","Fiat","All bands","Kerry","Number","26"
"All Private Cars","2018","All engine capacities with respect to private cars (cc)","Fiat","All bands","Kildare","Number","70"
"All Private Cars","2018","All engine capacities with respect to private cars (cc)","Fiat","All bands","Kilkenny","Number","20"
"All Private Cars","2018","All engine capacities with respect to private cars (cc)","Fiat","All bands","Laois","Number","11"
"All Private Cars","2018","All engine capacities with respect to private cars (cc)","Fiat","All bands","Leitrim","Number","15"
"All Private Cars","2018","All engine capacities with respect to private cars (cc)","Fiat","All bands","Longford","Number","11"
"All Private Cars","2018","All engine capacities with respect to private cars (cc)","Fiat","All bands","Louth","Number","43"
"All Private Cars","2018","All engine capacities with respect to private cars (cc)","Fiat","All bands","Mayo","Number","17"
"All Private Cars","2018","All engine capacities with respect to private cars (cc)","Fiat","All bands","Meath","Number","68"
"All Private Cars","2018","All engine capacities with respect to private cars (cc)","Fiat","All bands","Monaghan","Number","20"
"All Private Cars","2018","All engine capacities with respect to private cars (cc)","Fiat","All bands","Offaly","Number","7"
"All Private Cars","2018","All engine capacities with respect to private cars (cc)","Fiat","All bands","Roscommon","Number","16"
"All Private Cars","2018","All engine capacities with respect to private cars (cc)","Fiat","All bands","Sligo","Number","10"
"All Private Cars","2018","All engine capacities with respect to private cars (cc)","Fiat","All bands","Westmeath","Number","16"
"All Private Cars","2018","All engine capacities with respect to private cars (cc)","Fiat","All bands","Wexford","Number","52"
"All Private Cars","2018","All engine capacities with respect to private cars (cc)","Fiat","All bands","Wicklow","Number","65"
"All Private Cars","2018","All engine capacities with respect to private cars (cc)","Fiat","All bands","Limerick","Number","45"
"All Private Cars","2018","All engine capacities with respect to private cars (cc)","Fiat","All bands","Waterford","Number","44"
"All Private Cars","2018","All engine capacities with respect to private cars (cc)","Fiat","All bands","Tipperary","Number","20"
"All Private Cars","2018","All engine capacities with respect to private cars (cc)","Fiat","All bands","Cork","Number","169"
"All Private Cars","2018","All engine capacities with respect to private cars (cc)","Fiat","All bands","Dublin","Number","643"
"All Private Cars","2018","All engine capacities with respect to private cars (cc)","Ford","All bands","All licensing authorities","Number","22432"
"All Private Cars","2018","All engine capacities with respect to private cars (cc)","Ford","All bands","Carlow","Number","232"
"All Private Cars","2018","All engine capacities with respect to private cars (cc)","Ford","All bands","Cavan","Number","521"
"All Private Cars","2018","All engine capacities with respect to private cars (cc)","Ford","All bands","Clare","Number","817"
"All Private Cars","2018","All engine capacities with respect to private cars (cc)","Ford","All bands","Donegal","Number","933"
"All Private Cars","2018","All engine capacities with respect to private cars (cc)","Ford","All bands","Galway","Number","1172"
"All Private Cars","2018","All engine capacities with respect to private cars (cc)","Ford","All bands","Kerry","Number","742"
"All Private Cars","2018","All engine capacities with respect to private cars (cc)","Ford","All bands","Kildare","Number","955"
"All Private Cars","2018","All engine capacities with respect to private cars (cc)","Ford","All bands","Kilkenny","Number","457"
"All Private Cars","2018","All engine capacities with respect to private cars (cc)","Ford","All bands","Laois","Number","386"
"All Private Cars","2018","All engine capacities with respect to private cars (cc)","Ford","All bands","Leitrim","Number","135"
"All Private Cars","2018","All engine capacities with respect to private cars (cc)","Ford","All bands","Longford","Number","183"
"All Private Cars","2018","All engine capacities with respect to private cars (cc)","Ford","All bands","Louth","Number","630"
"All Private Cars","2018","All engine capacities with respect to private cars (cc)","Ford","All bands","Mayo","Number","766"
"All Private Cars","2018","All engine capacities with respect to private cars (cc)","Ford","All bands","Meath","Number","838"
"All Private Cars","2018","All engine capacities with respect to private cars (cc)","Ford","All bands","Monaghan","Number","325"
"All Private Cars","2018","All engine capacities with respect to private cars (cc)","Ford","All bands","Offaly","Number","304"
"All Private Cars","2018","All engine capacities with respect to private cars (cc)","Ford","All bands","Roscommon","Number","403"
"All Private Cars","2018","All engine capacities with respect to private cars (cc)","Ford","All bands","Sligo","Number","253"
"All Private Cars","2018","All engine capacities with respect to private cars (cc)","Ford","All bands","Westmeath","Number","316"
"All Private Cars","2018","All engine capacities with respect to private cars (cc)","Ford","All bands","Wexford","Number","1076"
"All Private Cars","2018","All engine capacities with respect to private cars (cc)","Ford","All bands","Wicklow","Number","394"
"All Private Cars","2018","All engine capacities with respect to private cars (cc)","Ford","All bands","Limerick","Number","1075"
"All Private Cars","2018","All engine capacities with respect to private cars (cc)","Ford","All bands","Waterford","Number","522"
"All Private Cars","2018","All engine capacities with respect to private cars (cc)","Ford","All bands","Tipperary","Number","814"
"All Private Cars","2018","All engine capacities with respect to private cars (cc)","Ford","All bands","Cork","Number","3078"
"All Private Cars","2018","All engine capacities with respect to private cars (cc)","Ford","All bands","Dublin","Number","5105"
"All Private Cars","2018","All engine capacities with respect to private cars (cc)","Honda","All bands","All licensing authorities","Number","3918"
"All Private Cars","2018","All engine capacities with respect to private cars (cc)","Honda","All bands","Carlow","Number","25"
