,Statistic,Year,Engine Capacity cc,Car Make,Emission Band,Licensing Authority,UNIT,VALUE
58,All Private Cars,2015,All engine capacities with respect to private cars (cc),All makes,Band  B,Donegal,Number,1928.0
59,All Private Cars,2015,All engine capacities with respect to private cars (cc),All makes,Band  B,Galway,Number,2301.0
60,All Private Cars,2015,All engine capacities with respect to private cars (cc),All makes,Band  B,Kerry,Number,1083.0
61,All Private Cars,2015,All engine capacities with respect to private cars (cc),All makes,Band  B,Kildare,Number,2048.0
62,All Private Cars,2015,All engine capacities with respect to private cars (cc),All makes,Band  B,Kilkenny,Number,770.0
63,All Private Cars,2015,All engine capacities with respect to private cars (cc),All makes,Band  B,Laois,Number,628.0
64,All Private Cars,2015,All engine capacities with respect to private cars (cc),All makes,Band  B,Leitrim,Number,312.0
65,All Private Cars,2015,All engine capacities with respect to private cars (cc),All makes,Band  B,Longford,Number,365.0
66,All Private Cars,2015,All engine capacities with respect to private cars (cc),All makes,Band  B,Louth,Number,1274.0
67,All Private Cars,2015,All engine capacities with respect to private cars (cc),All makes,Band  B,Mayo,Number,1216.0
68,All Private Cars,2015,All engine capacities with respect to private cars (cc),All makes,Band  B,Meath,Number,1684.0
69,All Private Cars,2015,All engine capacities with respect to private cars (cc),All makes,Band  B,Monaghan,Number,730.0
70,All Private Cars,2015,All engine capacities with respect to private cars (cc),All makes,Band  B,Offaly,Number,569.0
71,All Private Cars,2015,All engine capacities with respect to private cars (cc),All makes,Band  B,Roscommon,Number,1653.0
72,All Private Cars,2015,All engine capacities with respect to private cars (cc),All makes,Band  B,Sligo,Number,545.0
73,All Private Cars,2015,All engine capacities with respect to private cars (cc),All makes,Band  B,Westmeath,Number,876.0
74,All Private Cars,2015,All engine capacities with respect to private cars (cc),All makes,Band  B,Wexford,Number,1282.0
75,All Private Cars,2015,All engine capacities with respect to private cars (cc),All makes,Band  B,Wicklow,Number,1091.0
76,All Private Cars,2015,All engine capacities with respect to private cars (cc),All makes,Band  B,Limerick,Number,1582.0
77,All Private Cars,2015,All engine capacities with respect to private cars (cc),All makes,Band  B,Waterford,Number,1177.0
78,All Private Cars,2015,All engine capacities with respect to private cars (cc),All makes,Band  B,Tipperary,Number,1229.0
79,All Private Cars,2015,All engine capacities with respect to private cars (cc),All makes,Band  B,Cork,Number,4916.0
80,All Private Cars,2015,All engine capacities with respect to private cars (cc),All makes,Band  B,Dublin,Number,14115.0
81,All Private Cars,2015,All engine capacities with respect to private cars (cc),All makes,Band  C,All licensing authorities,Number,9677.0
82,All Private Cars,2015,All engine capacities with respect to private cars (cc),All makes,Band  C,Carlow,Number,96.0
83,All Private Cars,2015,All engine capacities with respect to private cars (cc),All makes,Band  C,Cavan,Number,209.0
84,All Private Cars,2015,All engine capacities with respect to private cars (cc),All makes,Band  C,Clare,Number,225.0
85,All Private Cars,2015,All engine capacities with respect to private cars (cc),All makes,Band  C,Donegal,Number,615.0
86,All Private Cars,2015,All engine capacities with respect to private cars (cc),All makes,Band  C,Galway,Number,498.0
87,All Private Cars,2015,All engine capacities with respect to private cars (cc),All makes,Band  C,Kerry,Number,192.0
88,All Private Cars,2015,All engine capacities with respect to private cars (cc),All makes,Band  C,Kildare,Number,487.0
89,All Private Cars,2015,All engine capacities with respect to private cars (cc),All makes,Band  C,Kilkenny,Number,190.0
90,All Private Cars,2015,All engine capacities with respect to private cars (cc),All makes,Band  C,Laois,Number,152.0
91,All Private Cars,2015,All engine capacities with respect to private cars (cc),All makes,Band  C,Leitrim,Number,86.0
92,All Private Cars,2015,All engine capacities with respect to private cars (cc),All makes,Band  C,Longford,Number,92.0
93,All Private Cars,2015,All engine capacities with respect to private cars (cc),All makes,Band  C,Louth,Number,357.0
94,All Private Cars,2015,All engine capacities with respect to private cars (cc),All makes,Band  C,Mayo,Number,322.0
95,All Private Cars,2015,All engine capacities with respect to private cars (cc),All makes,Band  C,Meath,Number,375.0
96,All Private Cars,2015,All engine capacities with respect to private cars (cc),All makes,Band  C,Monaghan,Number,267.0
97,All Private Cars,2015,All engine capacities with respect to private cars (cc),All makes,Band  C,Offaly,Number,151.0
98,All Private Cars,2015,All engine capacities with respect to private cars (cc),All makes,Band  C,Roscommon,Number,144.0
99,All Private Cars,2015,All engine capacities with respect to private cars (cc),All makes,Band  C,Sligo,Number,170.0
100,All Private Cars,2015,All engine capacities with respect to private cars (cc),All makes,Band  C,Westmeath,Number,194.0
101,All Private Cars,2015,All engine capacities with respect to private cars (cc),All makes,Band  C,Wexford,Number,317.0
102,All Private Cars,2015,All engine capacities with respect to private cars (cc),All makes,Band  C,Wicklow,Number,257.0
103,All Private Cars,2015,All engine capacities with respect to private cars (cc),All makes,Band  C,Limerick,Number,279.0
104,All Private Cars,2015,All engine capacities with respect to private cars (cc),All makes,Band  C,Waterford,Number,257.0
105,All Private Cars,2015,All engine capacities with respect to private cars (cc),All makes,Band  C,Tipperary,Number,312.0
106,All Private Cars,2015,All engine capacities with respect to private cars (cc),All makes,Band  C,Cork,Number,850.0
107,All Private Cars,2015,All engine capacities with respect to private cars (cc),All makes,Band  C,Dublin,Number,2583.0
108,All Private Cars,2015,All engine capacities with respect to private cars (cc),All makes,Band  D,All licensing authorities,Number,3807.0
109,All Private Cars,2015,All engine capacities with respect to private cars (cc),All makes,Band  D,Carlow,Number,36.0
110,All Private Cars,2015,All engine capacities with respect to private cars (cc),All makes,Band  D,Cavan,Number,51.0
111,All Private Cars,2015,All engine capacities with respect to private cars (cc),All makes,Band  D,Clare,Number,86.0
112,All Private Cars,2015,All engine capacities with respect to private cars (cc),All makes,Band  D,Donegal,Number,216.0
113,All Private Cars,2015,All engine capacities with respect to private cars (cc),All makes,Band  D,Galway,Number,201.0
114,All Private Cars,2015,All engine capacities with respect to private cars (cc),All makes,Band  D,Kerry,Number,82.0
115,All Private Cars,2015,All engine capacities with respect to private cars (cc),All makes,Band  D,Kildare,Number,150.0
116,All Private Cars,2015,All engine capacities with respect to private cars (cc),All makes,Band  D,Kilkenny,Number,47.0
117,All Private Cars,2015,All engine capacities with respect to private cars (cc),All makes,Band  D,Laois,Number,33.0
118,All Private Cars,2015,All engine capacities with respect to private cars (cc),All makes,Band  D,Leitrim,Number,30.0
119,All Private Cars,2015,All engine capacities with respect to private cars (cc),All makes,Band  D,Longford,Number,27.0
120,All Private Cars,2015,All engine capacities with respect to private cars (cc),All makes,Band  D,Louth,Number,119.0
121,All Private Cars,2015,All engine capacities with respect to private cars (cc),All makes,Band  D,Mayo,Number,111.0
122,All Private Cars,2015,All engine capacities with respect to private cars (cc),All makes,Band  D,Meath,Number,140.0
123,All Private Cars,2015,All engine capacities with respect to private cars (cc),All makes,Band  D,Monaghan,Number,74.0
124,All Private Cars,2015,All engine capacities with respect to private cars (cc),All makes,Band  D,Offaly,Number,43.0
125,All Private Cars,2015,All engine capacities with respect to private cars (cc),All makes,Band  D,Roscommon,Number,41.0
126,All Private Cars,2015,All engine capacities with respect to private cars (cc),All makes,Band  D,Sligo,Number,61.0
127,All Private Cars,2015,All engine capacities with respect to private cars (cc),All makes,Band  D,Westmeath,Number,81.0
128,All Private Cars,2015,All engine capacities with respect to private cars (cc),All makes,Band  D,Wexford,Number,107.0
129,All Private Cars,2015,All engine capacities with respect to private cars (cc),All makes,Band  D,Wicklow,Number,84.0
130,All Private Cars,2015,All engine capacities with respect to private cars (cc),All makes,Band  D,Limerick,Number,115.0
131,All Private Cars,2015,All engine capacities with respect to private cars (cc),All makes,Band  D,Waterford,Number,103.0
132,All Private Cars,2015,All engine capacities with respect to private cars (cc),All makes,Band  D,Tipperary,Number,105.0
133,All Private Cars,2015,All engine capacities with respect to private cars (cc),All makes,Band  D,Cork,Number,347.0
134,All Private Cars,2015,All engine capacities with respect to private cars (cc),All makes,Band  D,Dublin,Number,1317.0
135,All Private Cars,2015,All engine capacities with respect to private cars (cc),All makes,Band  E,All licensing authorities,Number,1919.0
136,All Private Cars,2015,All engine capacities with respect to private cars (cc),All makes,Band  E,Carlow,Number,22.0
137,All Private Cars,2015,All engine capacities with respect to private cars (cc),All makes,Band  E,Cavan,Number,34.0
138,All Private Cars,2015,All engine capacities with respect to private cars (cc),All makes,Band  E,Clare,Number,42.0
139,All Private Cars,2015,All engine capacities with respect to private cars (cc),All makes,Band  E,Donegal,Number,103.0
140,All Private Cars,2015,All engine capacities with respect to private cars (cc),All makes,Band  E,Galway,Number,89.0
141,All Private Cars,2015,All engine capacities with respect to private cars (cc),All makes,Band  E,Kerry,Number,41.0
142,All Private Cars,2015,All engine capacities with respect to private cars (cc),All makes,Band  E,Kildare,Number,94.0
143,All Private Cars,2015,All engine capacities with respect to private cars (cc),All makes,Band  E,Kilkenny,Number,34.0
144,All Private Cars,2015,All engine capacities with respect to private cars (cc),All makes,Band  E,Laois,Number,17.0
145,All Private Cars,2015,All engine capacities with respect to private cars (cc),All makes,Band  E,Leitrim,Number,12.0
146,All Private Cars,2015,All engine capacities with respect to private cars (cc),All makes,Band  E,Longford,Number,11.0
147,All Private Cars,2015,All engine capacities with respect to private cars (cc),All makes,Band  E,Louth,Number,51.0
148,All Private Cars,2015,All engine capacities with respect to private cars (cc),All makes,Band  E,Mayo,Number,44.0
149,All Private Cars,2015,All engine capacities with respect to private cars (cc),All makes,Band  E,Meath,Number,83.0
150,All Private Cars,2015,All engine capacities with respect to private cars (cc),All makes,Band  E,Monaghan,Number,38.0
151,All Private Cars,2015,All engine capacities with respect to private cars (cc),All makes,Band  E,Offaly,Number,22.0
152,All Private Cars,2015,All engine capacities with respect to private cars (cc),All makes,Band  E,Roscommon,Number,16.0
153,All Private Cars,2015,All engine capacities with respect to private cars (cc),All makes,Band  E,Sligo,Number,22.0
154,All Private Cars,2015,All engine capacities with respect to private cars (cc),All makes,Band  E,Westmeath,Number,31.0
155,All Private Cars,2015,All engine capacities with respect to private cars (cc),All makes,Band  E,Wexford,Number,66.0
156,All Private Cars,2015,All engine capacities with respect to private cars (cc),All makes,Band  E,Wicklow,Number,57.0
157,All Private Cars,2015,All engine capacities with respect to private cars (cc),All makes,Band  E,Limerick,Number,46.0
158,All Private Cars,2015,All engine capacities with respect to private cars (cc),All makes,Band  E,Waterford,Number,56.0
159,All Private Cars,2015,All engine capacities with respect to private cars (cc),All makes,Band  E,Tipperary,Number,36.0
160,All Private Cars,2015,All engine capacities with respect to private cars (cc),All makes,Band  E,Cork,Number,140.0
161,All Private Cars,2015,All engine capacities with respect to private cars (cc),All makes,Band  E,Dublin,Number,712.0
162,All Private Cars,2015,All engine capacities with respect to private cars (cc),All makes,Band  F,All licensing authorities,Number,1184.0
163,All Private Cars,2015,All engine capacities with respect to private cars (cc),All makes,Band  F,Carlow,Number,6.0
164,All Private Cars,2015,All engine capacities with respect to private cars (cc),All makes,Band  F,Cavan,Number,7.0
165,All Private Cars,2015,All engine capacities with respect to private cars (cc),All makes,Band  F,Clare,Number,29.0
166,All Private Cars,2015,All engine capacities with respect to private cars (cc),All makes,Band  F,Donegal,Number,42.0
167,All Private Cars,2015,All engine capacities with respect to private cars (cc),All makes,Band  F,Galway,Number,56.0
168,All Private Cars,2015,All engine capacities with respect to private cars (cc),All makes,Band  F,Kerry,Number,36.0
169,All Private Cars,2015,All engine capacities with respect to private cars (cc),All makes,Band  F,Kildare,Number,46.0
170,All Private Cars,2015,All engine capacities with respect to private cars (cc),All makes,Band  F,Kilkenny,Number,16.0
171,All Private Cars,2015,All engine capacities with respect to private cars (cc),All makes,Band  F,Laois,Number,12.0
172,All Private Cars,2015,All engine capacities with respect to private cars (cc),All makes,Band  F,Leitrim,Number,7.0
173,All Private Cars,2015,All engine capacities with respect to private cars (cc),All makes,Band  F,Longford,Number,5.0
174,All Private Cars,2015,All engine capacities with respect to private cars (cc),All makes,Band  F,Louth,Number,17.0
175,All Private Cars,2015,All engine capacities with respect to private cars (cc),All makes,Band  F,Mayo,Number,25.0
176,All Private Cars,2015,All engine capacities with respect to private cars (cc),All makes,Band  F,Meath,Number,47.0
177,All Private Cars,2015,All engine capacities with respect to private cars (cc),All makes,Band  F,Monaghan,Number,16.0
178,All Private Cars,2015,All engine capacities with respect to private cars (cc),All makes,Band  F,Offaly,Number,10.0
179,All Private Cars,2015,All engine capacities with respect to private cars (cc),All makes,Band  F,Roscommon,Number,8.0
180,All Private Cars,2015,All engine capacities with respect to private cars (cc),All makes,Band  F,Sligo,Number,15.0
181,All Private Cars,2015,All engine capacities with respect to private cars (cc),All makes,Band  F,Westmeath,Number,24.0
182,All Private Cars,2015,All engine capacities with respect to private cars (cc),All makes,Band  F,Wexford,Number,58.0
183,All Private Cars,2015,All engine capacities with respect to private cars (cc),All makes,Band  F,Wicklow,Number,41.0
184,All Private Cars,2015,All engine capacities with respect to private cars (cc),All makes,Band  F,Limerick,Number,37.0
185,All Private Cars,2015,All engine capacities with respect to private cars (cc),All makes,Band  F,Waterford,Number,45.0
186,All Private Cars,2015,All engine capacities with respect to private cars (cc),All makes,Band  F,Tipperary,Number,25.0
187,All Private Cars,2015,All engine capacities with respect to private cars (cc),All makes,Band  F,Cork,Number,98.0
188,All Private Cars,2015,All engine capacities with respect to private cars (cc),All makes,Band  F,Dublin,Number,456.0
189,All Private Cars,2015,All engine capacities with respect to private cars (cc),All makes,Band  G,All licensing authorities,Number,459.0
190,All Private Cars,2015,All engine capacities with respect to private cars (cc),All makes,Band  G,Carlow,Number,3.0
191,All Private Cars,2015,All engine capacities with respect to private cars (cc),All makes,Band  G,Cavan,Number,5.0
192,All Private Cars,2015,All engine capacities with respect to private cars (cc),All makes,Band  G,Clare,Number,6.0
193,All Private Cars,2015,All engine capacities with respect to private cars (cc),All makes,Band  G,Donegal,Number,16.0
194,All Private Cars,2015,All engine capacities with respect to private cars (cc),All makes,Band  G,Galway,Number,18.0
195,All Private Cars,2015,All engine capacities with respect to private cars (cc),All makes,Band  G,Kerry,Number,15.0
196,All Private Cars,2015,All engine capacities with respect to private cars (cc),All makes,Band  G,Kildare,Number,20.0
197,All Private Cars,2015,All engine capacities with respect to private cars (cc),All makes,Band  G,Kilkenny,Number,10.0
198,All Private Cars,2015,All engine capacities with respect to private cars (cc),All makes,Band  G,Laois,Number,3.0
199,All Private Cars,2015,All engine capacities with respect to private cars (cc),All makes,Band  G,Leitrim,Number,1.0
200,All Private Cars,2015,All engine capacities with respect to private cars (cc),All makes,Band  G,Longford,Number,3.0
201,All Private Cars,2015,All engine capacities with respect to private cars (cc),All makes,Band  G,Louth,Number,9.0
202,All Private Cars,2015,All engine capacities with respect to private cars (cc),All makes,Band  G,Mayo,Number,11.0
203,All Private Cars,2015,All engine capacities with respect to private cars (cc),All makes,Band  G,Meath,Number,17.0
204,All Private Cars,2015,All engine capacities with respect to private cars (cc),All makes,Band  G,Monaghan,Number,10.0
205,All Private Cars,2015,All engine capacities with respect to private cars (cc),All makes,Band  G,Offaly,Number,7.0
206,All Private Cars,2015,All engine capacities with respect to private cars (cc),All makes,Band  G,Roscommon,Number,6.0
207,All Private Cars,2015,All engine capacities with respect to private cars (cc),All makes,Band  G,Sligo,Number,9.0
208,All Private Cars,2015,All engine capacities with respect to private cars (cc),All makes,Band  G,Westmeath,Number,8.0
209,All Private Cars,2015,All engine capacities with respect to private cars (cc),All makes,Band  G,Wexford,Number,10.0
210,All Private Cars,2015,All engine capacities with respect to private cars (cc),All makes,Band  G,Wicklow,Number,20.0
211,All Private Cars,2015,All engine capacities with respect to private cars (cc),All makes,Band  G,Limerick,Number,23.0
212,All Private Cars,2015,All engine capacities with respect to private cars (cc),All makes,Band  G,Waterford,Number,12.0
213,All Private Cars,2015,All engine capacities with respect to private cars (cc),All makes,Band  G,Tipperary,Number,14.0
214,All Private Cars,2015,All engine capacities with respect to private cars (cc),All makes,Band  G,Cork,Number,46.0
215,All Private Cars,2015,All engine capacities with respect to private cars (cc),All makes,Band  G,Dublin,Number,157.0
216,All Private Cars,2015,All engine capacities with respect to private cars (cc),All makes,Not available,All licensing authorities,Number,1142.0
217,All Private Cars,2015,All engine capacities with respect to private cars (cc),All makes,Not available,Carlow,Number,9.0
218,All Private Cars,2015,All engine capacities with respect to private cars (cc),All makes,Not available,Cavan,Number,18.0
219,All Private Cars,2015,All engine capacities with respect to private cars (cc),All makes,Not available,Clare,Number,49.0
220,All Private Cars,2015,All engine capacities with respect to private cars (cc),All makes,Not available,Donegal,Number,99.0
221,All Private Cars,2015,All engine capacities with respect to private cars (cc),All makes,Not available,Galway,Number,51.0
222,All Private Cars,2015,All engine capacities with respect to private cars (cc),All makes,Not available,Kerry,Number,54.0
223,All Private Cars,2015,All engine capacities with respect to private cars (cc),All makes,Not available,Kildare,Number,51.0
224,All Private Cars,2015,All engine capacities with respect to private cars (cc),All makes,Not available,Kilkenny,Number,22.0
225,All Private Cars,2015,All engine capacities with respect to private cars (cc),All makes,Not available,Laois,Number,23.0
226,All Private Cars,2015,All engine capacities with respect to private cars (cc),All makes,Not available,Leitrim,Number,17.0
227,All Private Cars,2015,All engine capacities with respect to private cars (cc),All makes,Not available,Longford,Number,17.0
228,All Private Cars,2015,All engine capacities with respect to private cars (cc),All makes,Not available,Louth,Number,30.0
229,All Private Cars,2015,All engine capacities with respect to private cars (cc),All makes,Not available,Mayo,Number,75.0
230,All Private Cars,2015,All engine capacities with respect to private cars (cc),All makes,Not available,Meath,Number,59.0
231,All Private Cars,2015,All engine capacities with respect to private cars (cc),All makes,Not available,Monaghan,Number,22.0
232,All Private Cars,2015,All engine capacities with respect to private cars (cc),All makes,Not available,Offaly,Number,24.0
233,All Private Cars,2015,All engine capacities with respect to private cars (cc),All makes,Not available,Roscommon,Number,16.0
234,All Private Cars,2015,All engine capacities with respect to private cars (cc),All makes,Not available,Sligo,Number,23.0
235,All Private Cars,2015,All engine capacities with respect to private cars (cc),All makes,Not available,Westmeath,Number,44.0
236,All Private Cars,2015,All engine capacities with respect to private cars (cc),All makes,Not available,Wexford,Number,60.0
237,All Private Cars,2015,All engine capacities with respect to private cars (cc),All makes,Not available,Wicklow,Number,43.0
238,All Private Cars,2015,All engine capacities with respect to private cars (cc),All makes,Not available,Limerick,Number,40.0
239,All Private Cars,2015,All engine capacities with respect to private cars (cc),All makes,Not available,Waterford,Number,21.0
240,All Private Cars,2015,All engine capacities with respect to private cars (cc),All makes,Not available,Tipperary,Number,44.0
241,All Private Cars,2015,All engine capacities with respect to private cars (cc),All makes,Not available,Cork,Number,96.0
242,All Private Cars,2015,All engine capacities with respect to private cars (cc),All makes,Not available,Dublin,Number,135.0
243,All Private Cars,2015,Up to 900 cc,All makes,All bands,All licensing authorities,Number,881.0
244,All Private Cars,2015,Up to 900 cc,All makes,All bands,Carlow,Number,5.0
245,All Private Cars,2015,Up to 900 cc,All makes,All bands,Cavan,Number,3.0
246,All Private Cars,2015,Up to 900 cc,All makes,All bands,Clare,Number,16.0
247,All Private Cars,2015,Up to 900 cc,All makes,All bands,Donegal,Number,10.0
248,All Private Cars,2015,Up to 900 cc,All makes,All bands,Galway,Number,50.0
249,All Private Cars,2015,Up to 900 cc,All makes,All bands,Kerry,Number,23.0
250,All Private Cars,2015,Up to 900 cc,All makes,All bands,Kildare,Number,59.0
251,All Private Cars,2015,Up to 900 cc,All makes,All bands,Kilkenny,Number,10.0
252,All Private Cars,2015,Up to 900 cc,All makes,All bands,Laois,Number,6.0
253,All Private Cars,2015,Up to 900 cc,All makes,All bands,Leitrim,Number,3.0
254,All Private Cars,2015,Up to 900 cc,All makes,All bands,Longford,Number,4.0
255,All Private Cars,2015,Up to 900 cc,All makes,All bands,Louth,Number,22.0
256,All Private Cars,2015,Up to 900 cc,All makes,All bands,Mayo,Number,15.0
257,All Private Cars,2015,Up to 900 cc,All makes,All bands,Meath,Number,47.0
258,All Private Cars,2015,Up to 900 cc,All makes,All bands,Monaghan,Number,8.0
259,All Private Cars,2015,Up to 900 cc,All makes,All bands,Offaly,Number,4.0
260,All Private Cars,2015,Up to 900 cc,All makes,All bands,Roscommon,Number,8.0
261,All Private Cars,2015,Up to 900 cc,All makes,All bands,Sligo,Number,4.0
262,All Private Cars,2015,Up to 900 cc,All makes,All bands,Westmeath,Number,9.0
263,All Private Cars,2015,Up to 900 cc,All makes,All bands,Wexford,Number,30.0
264,All Private Cars,2015,Up to 900 cc,All makes,All bands,Wicklow,Number,31.0
265,All Private Cars,2015,Up to 900 cc,All makes,All bands,Limerick,Number,30.0
266,All Private Cars,2015,Up to 900 cc,All makes,All bands,Waterford,Number,27.0
267,All Private Cars,2015,Up to 900 cc,All makes,All bands,Tipperary,Number,14.0
268,All Private Cars,2015,Up to 900 cc,All makes,All bands,Cork,Number,115.0
269,All Private Cars,2015,Up to 900 cc,All makes,All bands,Dublin,Number,328.0
270,All Private Cars,2015,Up to 900 cc,All makes,Band  A,All licensing authorities,Number,729.0
271,All Private Cars,2015,Up to 900 cc,All makes,Band  A,Carlow,Number,4.0
272,All Private Cars,2015,Up to 900 cc,All makes,Band  A,Cavan,Number,3.0
273,All Private Cars,2015,Up to 900 cc,All makes,Band  A,Clare,Number,15.0
274,All Private Cars,2015,Up to 900 cc,All makes,Band  A,Donegal,Number,9.0
275,All Private Cars,2015,Up to 900 cc,All makes,Band  A,Galway,Number,37.0
276,All Private Cars,2015,Up to 900 cc,All makes,Band  A,Kerry,Number,23.0
277,All Private Cars,2015,Up to 900 cc,All makes,Band  A,Kildare,Number,52.0
278,All Private Cars,2015,Up to 900 cc,All makes,Band  A,Kilkenny,Number,10.0
279,All Private Cars,2015,Up to 900 cc,All makes,Band  A,Laois,Number,6.0
280,All Private Cars,2015,Up to 900 cc,All makes,Band  A,Leitrim,Number,2.0
281,All Private Cars,2015,Up to 900 cc,All makes,Band  A,Longford,Number,4.0
282,All Private Cars,2015,Up to 900 cc,All makes,Band  A,Louth,Number,22.0
283,All Private Cars,2015,Up to 900 cc,All makes,Band  A,Mayo,Number,11.0
284,All Private Cars,2015,Up to 900 cc,All makes,Band  A,Meath,Number,40.0
285,All Private Cars,2015,Up to 900 cc,All makes,Band  A,Monaghan,Number,6.0
286,All Private Cars,2015,Up to 900 cc,All makes,Band  A,Offaly,Number,2.0
287,All Private Cars,2015,Up to 900 cc,All makes,Band  A,Roscommon,Number,5.0
288,All Private Cars,2015,Up to 900 cc,All makes,Band  A,Sligo,Number,3.0
289,All Private Cars,2015,Up to 900 cc,All makes,Band  A,Westmeath,Number,7.0
290,All Private Cars,2015,Up to 900 cc,All makes,Band  A,Wexford,Number,26.0
291,All Private Cars,2015,Up to 900 cc,All makes,Band  A,Wicklow,Number,28.0
292,All Private Cars,2015,Up to 900 cc,All makes,Band  A,Limerick,Number,16.0
293,All Private Cars,2015,Up to 900 cc,All makes,Band  A,Waterford,Number,25.0
294,All Private Cars,2015,Up to 900 cc,All makes,Band  A,Tipperary,Number,13.0
295,All Private Cars,2015,Up to 900 cc,All makes,Band  A,Cork,Number,90.0
296,All Private Cars,2015,Up to 900 cc,All makes,Band  A,Dublin,Number,270.0
297,All Private Cars,2015,Up to 900 cc,All makes,Band  B,All licensing authorities,Number,123.0
298,All Private Cars,2015,Up to 900 cc,All makes,Band  B,Carlow,Number,1.0
299,All Private Cars,2015,Up to 900 cc,All makes,Band  B,Cavan,Number,0.0
300,All Private Cars,2015,Up to 900 cc,All makes,Band  B,Clare,Number,0.0
301,All Private Cars,2015,Up to 900 cc,All makes,Band  B,Donegal,Number,1.0
302,All Private Cars,2015,Up to 900 cc,All makes,Band  B,Galway,Number,11.0
303,All Private Cars,2015,Up to 900 cc,All makes,Band  B,Kerry,Number,0.0
304,All Private Cars,2015,Up to 900 cc,All makes,Band  B,Kildare,Number,4.0
305,All Private Cars,2015,Up to 900 cc,All makes,Band  B,Kilkenny,Number,0.0
306,All Private Cars,2015,Up to 900 cc,All makes,Band  B,Laois,Number,0.0
307,All Private Cars,2015,Up to 900 cc,All makes,Band  B,Leitrim,Number,1.0
308,All Private Cars,2015,Up to 900 cc,All makes,Band  B,Longford,Number,0.0
309,All Private Cars,2015,Up to 900 cc,All makes,Band  B,Louth,Number,0.0
310,All Private Cars,2015,Up to 900 cc,All makes,Band  B,Mayo,Number,3.0
311,All Private Cars,2015,Up to 900 cc,All makes,Band  B,Meath,Number,6.0
312,All Private Cars,2015,Up to 900 cc,All makes,Band  B,Monaghan,Number,2.0
313,All Private Cars,2015,Up to 900 cc,All makes,Band  B,Offaly,Number,1.0
314,All Private Cars,2015,Up to 900 cc,All makes,Band  B,Roscommon,Number,3.0
315,All Private Cars,2015,Up to 900 cc,All makes,Band  B,Sligo,Number,0.0
316,All Private Cars,2015,Up to 900 cc,All makes,Band  B,Westmeath,Number,2.0
317,All Private Cars,2015,Up to 900 cc,All makes,Band  B,Wexford,Number,3.0
318,All Private Cars,2015,Up to 900 cc,All makes,Band  B,Wicklow,Number,2.0
319,All Private Cars,2015,Up to 900 cc,All makes,Band  B,Limerick,Number,14.0
320,All Private Cars,2015,Up to 900 cc,All makes,Band  B,Waterford,Number,2.0
321,All Private Cars,2015,Up to 900 cc,All makes,Band  B,Tipperary,Number,1.0
322,All Private Cars,2015,Up to 900 cc,All makes,Band  B,Cork,Number,21.0
323,All Private Cars,2015,Up to 900 cc,All makes,Band  B,Dublin,Number,45.0
324,All Private Cars,2015,Up to 900 cc,All makes,Band  C,All licensing authorities,Number,3.0
325,All Private Cars,2015,Up to 900 cc,All makes,Band  C,Carlow,Number,0.0
326,All Private Cars,2015,Up to 900 cc,All makes,Band  C,Cavan,Number,0.0
327,All Private Cars,2015,Up to 900 cc,All makes,Band  C,Clare,Number,0.0
328,All Private Cars,2015,Up to 900 cc,All makes,Band  C,Donegal,Number,0.0
329,All Private Cars,2015,Up to 900 cc,All makes,Band  C,Galway,Number,0.0
330,All Private Cars,2015,Up to 900 cc,All makes,Band  C,Kerry,Number,0.0
331,All Private Cars,2015,Up to 900 cc,All makes,Band  C,Kildare,Number,0.0
332,All Private Cars,2015,Up to 900 cc,All makes,Band  C,Kilkenny,Number,0.0
333,All Private Cars,2015,Up to 900 cc,All makes,Band  C,Laois,Number,0.0
334,All Private Cars,2015,Up to 900 cc,All makes,Band  C,Leitrim,Number,0.0
335,All Private Cars,2015,Up to 900 cc,All makes,Band  C,Longford,Number,0.0
336,All Private Cars,2015,Up to 900 cc,All makes,Band  C,Louth,Number,0.0
337,All Private Cars,2015,Up to 900 cc,All makes,Band  C,Mayo,Number,1.0
338,All Private Cars,2015,Up to 900 cc,All makes,Band  C,Meath,Number,0.0
339,All Private Cars,2015,Up to 900 cc,All makes,Band  C,Monaghan,Number,0.0
340,All Private Cars,2015,Up to 900 cc,All makes,Band  C,Offaly,Number,0.0
341,All Private Cars,2015,Up to 900 cc,All makes,Band  C,Roscommon,Number,0.0
342,All Private Cars,2015,Up to 900 cc,All makes,Band  C,Sligo,Number,0.0
343,All Private Cars,2015,Up to 900 cc,All makes,Band  C,Westmeath,Number,0.0
344,All Private Cars,2015,Up to 900 cc,All makes,Band  C,Wexford,Number,0.0
345,All Private Cars,2015,Up to 900 cc,All makes,Band  C,Wicklow,Number,0.0
346,All Private Cars,2015,Up to 900 cc,All makes,Band  C,Limerick,Number,0.0
347,All Private Cars,2015,Up to 900 cc,All makes,Band  C,Waterford,Number,0.0
348,All Private Cars,2015,Up to 900 cc,All makes,Band  C,Tipperary,Number,0.0
349,All Private Cars,2015,Up to 900 cc,All makes,Band  C,Cork,Number,1.0
350,All Private Cars,2015,Up to 900 cc,All makes,Band  C,Dublin,Number,1.0
351,All Private Cars,2015,Up to 900 cc,All makes,Band  D,All licensing authorities,Number,2.0
352,All Private Cars,2015,Up to 900 cc,All makes,Band  D,Carlow,Number,0.0
353,All Private Cars,2015,Up to 900 cc,All makes,Band  D,Cavan,Number,0.0
